search,result,viaf,lc,isni,ratio,partialRatio,tokenSort,tokenSet,avg,
"Gabburri, Francesco Maria Niccolo","Gabburri, Francesco Maria Niccol&#xF2; 1676-1742",http://viaf.org/viaf/40313375,http://id.loc.gov/authorities/names/nr2007005614,http://isni.org/isni/0000000053115160,79,97,81,86,"85,75",
"Gablik, Suzi","Gablik, Suzi, 1934-",http://viaf.org/viaf/51839388,http://id.loc.gov/authorities/names/n50015432,http://isni.org/isni/0000000374466762,77,100,81,100,"89,5",
"Gaertner, Johannes A.","Gaertner, Johannes",http://viaf.org/viaf/306188405,,,,,,,,
"Gage, John","Gage, John, 1938-....",http://viaf.org/viaf/109427868,http://id.loc.gov/authorities/names/n79103771,http://isni.org/isni/0000000117795856,65,100,78,100,"85,75",
"Gaillard, Georges","Gaillard, Georges, 1900-1967",http://viaf.org/viaf/99699093,http://id.loc.gov/authorities/names/no00040838,http://isni.org/isni/0000000119854549,76,100,76,100,88,
"Galavaris, George P","Galavaris, George",http://viaf.org/viaf/282564184,http://id.loc.gov/authorities/names/n82093220,http://isni.org/isni/0000000453033359,94,100,94,100,97,
"Gall, Ernst","Gall, Ernst",http://viaf.org/viaf/61637892,,,,,,,,
"Gallatin, A. E.","Gallatin, A.E. (Albert Eugene), 1881-1952",http://viaf.org/viaf/49497964,http://id.loc.gov/authorities/names/n80113470,http://isni.org/isni/0000000115699510,50,93,50,100,"73,25",
"Gamba, Carlo","Gamba, Carlo.",http://viaf.org/viaf/22035085,http://id.loc.gov/authorities/names/nr95032099,http://isni.org/isni/0000000061312121,96,100,100,100,99,
"Gantner, Joseph","Gantner, Joseph",http://viaf.org/viaf/109393510,,,,,,,,
"Ganz, Paul","Ganz, Paul",http://viaf.org/viaf/12409855,,,,,,,,
"Gardner, Ernest A.","Gardner, Ernest Arthur, 1862-1939",http://viaf.org/viaf/54263165,http://id.loc.gov/authorities/names/n79076105,http://isni.org/isni/0000000080773580,67,94,68,93,"80,5",
"Gardner, Helen","Gardner, Helen, 1908-1986",http://viaf.org/viaf/100213876,http://id.loc.gov/authorities/names/n50015253,http://isni.org/isni/0000000109286277,72,100,72,100,86,
"Gardner, Julian","Gardner, Julian.",http://viaf.org/viaf/34515073,http://id.loc.gov/authorities/names/n91118994,http://isni.org/isni/0000000114705050,97,100,100,100,"99,25",
"Gardner, Paul",,,,,,,,,,
"Gardner, Percy","Gardner, Percy",http://viaf.org/viaf/14897764,,,,,,,,
"Gardner, Stephen",,,,,,,,,,
"Garger, Ernst von","Garger, Ernst von",http://viaf.org/viaf/107649595,,,0,0,0,0,0,
"Gasparini, Graziano","Gasparini, Graziano.",http://viaf.org/viaf/34585371,http://id.loc.gov/authorities/names/n79128128,http://isni.org/isni/0000000108868902,97,100,100,100,"99,25",
"Gassier, Pierre","Gassier, Pierre.",http://viaf.org/viaf/56610226,http://id.loc.gov/authorities/names/n50018236,http://isni.org/isni/0000000109035152,97,100,100,100,"99,25",
"Gaugh, Harry F.","Gaugh, Harry F.",http://viaf.org/viaf/91438997,,,0,0,0,0,0,
"Gaunt, William","Gaunt, William, 1900-1980",http://viaf.org/viaf/100193756,http://id.loc.gov/authorities/names/n80008536,http://isni.org/isni/0000000118626544,72,100,72,100,86,
"Gautier, Théophile","Gautier, Th&#xE9;ophile, 1811-1872.",http://viaf.org/viaf/96428598,http://id.loc.gov/authorities/names/n79079291,http://isni.org/isni/0000000121444602,64,67,60,61,63,
"Gebauer, Jan","Gebauer, Jan",http://viaf.org/viaf/64048119,,,,,,,,
"Gébelin, François","G&#xE9;belin, Fran&#xE7;ois, 1884-1972",http://viaf.org/viaf/49344564,http://id.loc.gov/authorities/names/nr95023232,http://isni.org/isni/000000012132087X,55,65,25,25,"42,5",
"Geffroy, Gustave","Geffroy, Gustave",http://viaf.org/viaf/56610288,,,,,,,,
"Geisberg, Max","Geisberg, Max, 1875-1943",http://viaf.org/viaf/5063122,http://id.loc.gov/authorities/names/n81146849,http://isni.org/isni/0000000108651834,70,100,71,100,"85,25",
"Geist, Sidney","Geist, Sidney",http://viaf.org/viaf/91527542,http://id.loc.gov/authorities/names/n50018265,http://isni.org/isni/000000011477518X,100,100,100,100,100,
"Geldzahler, Henry","Geldzahler, Henry.",http://viaf.org/viaf/74935312,http://id.loc.gov/authorities/names/n83314912,http://isni.org/isni/0000000109166435,97,100,100,100,"99,25",
"Gelli, Giovanni Battista","Gelli, Giovanni Battista, 1498-1563.",http://viaf.org/viaf/12380970,http://id.loc.gov/authorities/names/n80060699,http://isni.org/isni/0000000121209522,80,100,82,100,"90,5",
"Gerdts, William","Gerdts, William H.",http://viaf.org/viaf/79074870,http://id.loc.gov/authorities/names/n79135320,http://isni.org/isni/0000000109188415,91,100,93,100,96,
"Gere, John Arthur","Gere, John Arthur",http://viaf.org/viaf/71510190,,,,,,,,
"Gerhard, Eduard","Gerhard, Eduard",http://viaf.org/viaf/77110765,,,,,,,,
"Gerkan, Armin von","Gerkan, Armin von",http://viaf.org/viaf/25397175,,,,,,,,
"Gernsheim, Helmut","Gernsheim, Helmut, 1913-1995",http://viaf.org/viaf/108900119,http://id.loc.gov/authorities/names/n79004055,http://isni.org/isni/0000000114548550,76,100,76,100,88,
"Gerson, Horst","Gerson, Horst (Horst Karl), 1907-1978",http://viaf.org/viaf/111543026,http://id.loc.gov/authorities/names/n81068494,http://isni.org/isni/0000000110834373,52,100,53,100,"76,25",
"Gerstenberg, Kurt","Gerstenberg, Kurt",http://viaf.org/viaf/37710516,,,,,,,,
"Gerstinger, Hans","Gerstinger, Hans",http://viaf.org/viaf/32788065,,,,,,,,
"Gerville, Charles Duhérissier de","Gerville, Charles de, 1769-1853",http://viaf.org/viaf/41876780,http://id.loc.gov/authorities/names/no2001038418,http://isni.org/isni/0000000041099984,63,61,64,79,"66,75",
"Gesner, Johann Matthias","Gesner, Johann Matthias",http://viaf.org/viaf/32094874,,,,,,,,
"Gestoso y Pérez, José","Gestoso y P&#xE9;rez, Jos&#xE9;, 1852-1917.",http://viaf.org/viaf/7538143,http://id.loc.gov/authorities/names/n86135383,http://isni.org/isni/0000000083390948,59,71,65,84,"69,75",
"Geymüller, Heinrich von","Geym&#xFC;ller, Heinrich von, 1839-1909",http://viaf.org/viaf/34604976,http://id.loc.gov/authorities/names/n98091003,http://isni.org/isni/0000000108869550,71,78,60,74,"70,75",
"Ghiberti, Lorenzo","Ghiberti, Lorenzo, 1378-1455.",http://viaf.org/viaf/54188431,http://id.loc.gov/authorities/names/n78096136,http://isni.org/isni/000000011644873X,74,100,76,100,"87,5",
"Gibson, Walter","Gibson, Walter B. (Walter Brown), 1897-1985",http://viaf.org/viaf/121932709,http://id.loc.gov/authorities/names/n79006843,http://isni.org/isni/0000000109401108,49,100,51,100,75,
"Gibson, William Pettigrew","Gibson, William Pettigrew",http://viaf.org/viaf/92350448,,,0,0,0,0,0,
"Giedion, Sigfried","Giedion, Sigfried, 1888-1968",http://viaf.org/viaf/64006335,http://id.loc.gov/authorities/names/n84186726,http://isni.org/isni/0000000122808893,76,100,76,100,88,
"Giedion-Welcker, Carola","Giedion-Welcker, Carola, 1893-1979",http://viaf.org/viaf/59192946,http://id.loc.gov/authorities/names/n50033431,http://isni.org/isni/0000000109059090,81,100,81,100,"90,5",
"Giehlow, Karl","Giehlow, Karl",http://viaf.org/viaf/64762353,,,,,,,,
"Giesau, Hermann","Giesau, Hermann, 1883-1949",http://viaf.org/viaf/42593736,http://id.loc.gov/authorities/names/no2008145689,http://isni.org/isni/0000000108922366,73,100,74,100,"86,75",
"Giglioli, Giulio Quirino","Giglioli, Giulio Quirino, 1886-1957",http://viaf.org/viaf/9929158,http://id.loc.gov/authorities/names/nr91031983,http://isni.org/isni/0000000080889401,81,100,82,100,"90,75",
"Gilbert, Creighton E.","Gilbert, Creighton",http://viaf.org/viaf/64059773,http://id.loc.gov/authorities/names/n79150369,http://isni.org/isni/0000000109326750,92,100,94,100,"96,5",
"Gillet, Louis","Gillet, Louis",http://viaf.org/viaf/66467917,,,,,,,,
"Gilman, Benjamin Ives","Gilman, Benjamin Ives, 1852-1933",http://viaf.org/viaf/71324192,http://id.loc.gov/authorities/names/nr2001052257,http://isni.org/isni/0000000050024327,79,100,80,100,"89,75",
"Gilpin, William","Gilpin, William, 1724-1804",http://viaf.org/viaf/12426539,http://id.loc.gov/authorities/names/n50035343,http://isni.org/isni/0000000108707850,73,100,74,100,"86,75",
"Ginzburg, Carlo","Ginzburg, Carlo, 1939-....",http://viaf.org/viaf/108148905,http://id.loc.gov/authorities/names/n80005406,http://isni.org/isni/0000000109307752,73,100,85,100,"89,5",
"Giovannoni, Gustavo","Giovannoni, Gustavo, 1873-1947",http://viaf.org/viaf/67520039,http://id.loc.gov/authorities/names/n85366758,http://isni.org/isni/0000000122811988,78,100,78,100,89,
"Giraud, F. A.",,,,,,,,,,
"Giuliano, A",Giuliano Andrea,http://viaf.org/viaf/3281147872001575170009,,,,,,,,
"Glaser, Curt","Glaser, Curt, 1879-1943",http://viaf.org/viaf/72193565,http://id.loc.gov/authorities/names/n86026882,http://isni.org/isni/0000000110293175,69,100,69,100,"84,5",
"Glück, Gustav","Glück, Gustav",http://viaf.org/viaf/30294075,,,,,,,,
"Gnoli, Umberto","Gnoli, Umberto, 1878-1947",http://viaf.org/viaf/28606558,http://id.loc.gov/authorities/names/n87934821,http://isni.org/isni/0000000107790410,72,100,72,100,86,
"Gnudi, Cesare","Gnudi, Cesare, 1910-1981",http://viaf.org/viaf/36931439,http://id.loc.gov/authorities/names/n80002573,http://isni.org/isni/000000010887822X,74,93,71,100,"84,5",
"Godwin, Blake-More","Godwin, Blake-More",http://viaf.org/viaf/219458634,,,0,0,0,0,0,
"Goethe, Johann Wolfgang von","Goethe, Johann Wolfgang &#x98;von&#x9C; 1749-1832",http://viaf.org/viaf/24602065,http://id.loc.gov/authorities/names/n79003362,http://isni.org/isni/0000000120999104,71,89,74,100,"83,5",
"Goethert, Friedrich Wilhelm","Goethert, Friedrich Wilhelm, 1907-1978",http://viaf.org/viaf/37386019,http://id.loc.gov/authorities/names/n87154052,http://isni.org/isni/0000000038249291,83,100,84,100,"91,75",
"Goetz, Oswald","Goetz, Oswald, 1896-1960",http://viaf.org/viaf/71836662,http://id.loc.gov/authorities/names/n2006000015,http://isni.org/isni/0000000108158812,70,100,71,100,"85,25",
"Goffen, Rona","Goffen, Rona, 1944-2004",http://viaf.org/viaf/97852036,http://id.loc.gov/authorities/names/n85072324,http://isni.org/isni/0000000116911712,69,100,69,100,"84,5",
"Goldberg, Roselee","Goldberg, RoseLee.",http://viaf.org/viaf/39439199,http://id.loc.gov/authorities/names/n78019063,http://isni.org/isni/0000000116247161,91,94,100,100,"96,25",
"Golding, John","Golding, John",http://viaf.org/viaf/49237355,,,,,,,,
"Goldschmidt, Adolph","Goldschmidt, Adolph",http://viaf.org/viaf/3265648,,,,,,,,
"Goldschneider, Ludwig","Goldscheider, Ludwig, 1896-1973",http://viaf.org/viaf/109661132,http://id.loc.gov/authorities/names/n79066769,http://isni.org/isni/0000000110325149,77,95,78,78,82,
"Goldschneider, Werner",,,,,0,0,0,0,0,
"Goldwater, Robert","Goldwater, Robert, 1907-1973",http://viaf.org/viaf/9878386,http://id.loc.gov/authorities/names/n80089526,http://isni.org/isni/0000000122762717,76,100,76,100,88,
"Gombrich, E. H., Sir","Gombrich, Ernst Hans",http://viaf.org/viaf/105135635,,,0,0,0,0,0,
"Gómez Moreno, Manuel","G&#xF3;mez-Moreno, Manuel, 1870-1970",http://viaf.org/viaf/76310310,http://id.loc.gov/authorities/names/n82101678,http://isni.org/isni/0000000083447705,67,86,59,84,74,
"Gomperz, Heinrich",,,,,,,,,,
"Goncourt, Edmond de","Goncourt, Edmond &#x98;de&#x9C; 1822-1896",http://viaf.org/viaf/54142921,http://id.loc.gov/authorities/names/n80008550,http://isni.org/isni/0000000121014100,66,85,67,100,"79,5",
"Goncourt, Jules de","Goncourt, Jules de",http://viaf.org/viaf/83990961,,,,,,,,
"Goodhart-Rendel, H. S.","Goodhart-Rendel, H. S. (Harry Stuart), 1887-",http://viaf.org/viaf/79431163,http://id.loc.gov/authorities/names/n86024739,http://isni.org/isni/000000008274170X,67,100,68,100,"83,75",
"Goodrich, Lloyd","Goodrich, Lloyd, 1897-1987",http://viaf.org/viaf/105539655,http://id.loc.gov/authorities/names/n50034288,http://isni.org/isni/0000000114793660,73,100,74,100,"86,75",
"Goodyear, William Henry","Goodyear, W.H. (William Henry), 1846-1923",http://viaf.org/viaf/1588982,http://id.loc.gov/authorities/names/n88641877,http://isni.org/isni/0000000061264270,72,74,76,100,"80,5",
"Gordon, Donald E.","Gordon, Donald E.",http://viaf.org/viaf/14803674,http://id.loc.gov/authorities/names/n85283335,http://isni.org/isni/0000000108719413,100,100,100,100,100,
"Gori, Antonio Fancesco","Gori, Antonio Francesco",http://viaf.org/viaf/49234805,,,0,0,0,0,0,
"Gosebruch, Ernst","Gosebruch, Martin, 1919-....",http://viaf.org/viaf/59100210,http://id.loc.gov/authorities/names/n81103364,http://isni.org/isni/0000000116515234,59,81,56,75,"67,75",
"Gosebruch, Martin","Gosebruch, Martin",http://viaf.org/viaf/59100210,,,,,,,,
"Gotch, J. Alfred","Gotch, J. Alfred",http://viaf.org/viaf/58994873,,,,,,,,
"Gotsmich, Alois","Gotsmich, Alois",http://viaf.org/viaf/52050413,,,,,,,,
"Gould, Cecil","Gould, Cecil",http://viaf.org/viaf/91580982,,,,,,,,
"Gowing, Lawrence, Sir","Gowing, Lawrence, 1918-1991",http://viaf.org/viaf/264666785,http://id.loc.gov/authorities/names/n79055452,http://isni.org/isni/0000000121334438,75,86,68,88,"79,25",
"Grabar, André","Grabar, Andr&#xE9;, 1896-1990.",http://viaf.org/viaf/14770550,http://id.loc.gov/authorities/names/n50035776,http://isni.org/isni/000000012121396X,56,92,61,100,"77,25",
"Grabar, Igor","Grabar&#x2B9;, Igor&#x2B9; &#x116;mmanuilovi&#x10D;, 1871-1960",http://viaf.org/viaf/106964268,http://id.loc.gov/authorities/names/n81118316,http://isni.org/isni/0000000123214907,32,50,35,100,"54,25",
"Grabar, Oleg","Grabar, Oleg, 1929-2011.",http://viaf.org/viaf/100215326,http://id.loc.gov/authorities/names/n79006617,http://isni.org/isni/0000000121033846,67,100,69,100,84,
"Graef, Botho","Graef, Botho",http://viaf.org/viaf/40139344,,,,,,,,
"Graham, Maria Dundas","Callcott, Maria, Lady, 1785-1842.",http://viaf.org/viaf/41970133,http://id.loc.gov/authorities/names/n50077532,http://isni.org/isni/0000000108569304,38,50,29,42,"39,75",
"Gramberg, Werner","Gramberg, Werner",http://viaf.org/viaf/267369617,,,,,,,,
"Grautoff, Otto","Grautoff, Otto",http://viaf.org/viaf/102332732,,,,,,,,
"Graves, Algernon","Graves, Algernon",http://viaf.org/viaf/14869192,http://id.loc.gov/authorities/names/n50032042,http://isni.org/isni/000000008359131X,100,100,100,100,100,
"Gray, Basil","Gray, Basil",http://viaf.org/viaf/97864228,,,,,,,,
"Gray, Christopher","Gray, Christopher",http://viaf.org/viaf/138287885,,,,,,,,
"Green, Rosalie B.","Green, Rosalie",http://viaf.org/viaf/34538730,http://id.loc.gov/authorities/names/no95004736,http://isni.org/isni/0000000066311523,90,100,93,100,"95,75",
"Greenberg, Clement","Greenberg, Cl&#xE9;ment, 1909-1994",http://viaf.org/viaf/109371798,http://id.loc.gov/authorities/names/n84114625,http://isni.org/isni/0000000114632402,65,72,50,69,64,
"Grier, Harry D. M.","Grier, Harry D. M., 1914-1972",http://viaf.org/viaf/4846663,http://id.loc.gov/authorities/names/nr98044748,http://isni.org/isni/0000000054443158,77,100,75,100,88,
"Grimal, Pierre","Grimal, Pierre",http://viaf.org/viaf/66468194,,,,,,,,
"Grimm, Claus","Grimm, Claus",http://viaf.org/viaf/110926995,,,,,,,,
"Grimm, Herman","Grimm, Herman",http://viaf.org/viaf/27078353,,,,,,,,
"Grisebach, August","Grisebach, August",http://viaf.org/viaf/37678078,,,,,,,,
"Grisebach, Lothar","Grisebach, Lothar",http://viaf.org/viaf/167987680,,,,,,,,
"Grodecki, Louis","Grodecki, Louis, 1910-1982.",http://viaf.org/viaf/73854256,http://id.loc.gov/authorities/names/n80013525,http://isni.org/isni/0000000109151225,74,94,74,100,"85,5",
"Groenewegen-Frankfort, Henriette","Groenewegen-Frankfort, H. A. (Henriette Antonia), 1896-1982",http://viaf.org/viaf/109950586,http://id.loc.gov/authorities/names/n86078315,http://isni.org/isni/0000000114550220,70,78,74,100,"80,5",
"Grohmann, Will","Grohmann, Will",http://viaf.org/viaf/22142747,,,,,,,,
"Gronau, Georg","Gronau, Georg",http://viaf.org/viaf/15530856,,,,,,,,
"Gronau, Hans-D.","Gronau, Hans Dietrich",http://viaf.org/viaf/306190097,,,,,,,,
"Gross, Walter Hatto","Gross, Walter Hatto",http://viaf.org/viaf/100898805,,,,,,,,
"Grosse, Ernst","Grosse, Ernst, 1862-1927",http://viaf.org/viaf/19812730,http://id.loc.gov/authorities/names/n2004033791,http://isni.org/isni/0000000080989920,70,100,71,100,"85,25",
"Grossmann, Fritz","Grossmann, Fritz",http://viaf.org/viaf/17583399,,,,,,,,
"Grote, Ludwig","Grote, Ludwig, 1893-1974",http://viaf.org/viaf/12332804,http://id.loc.gov/authorities/names/n84120706,http://isni.org/isni/0000000108702494,70,100,71,100,"85,25",
"Grüneisen, Wladimir de","Grüneisen, Wladimir de",http://viaf.org/viaf/34449388,,,0,0,0,0,0,
"Gualandi, Michelangelo","Gualandi, Michelangelo, 1795-1865",http://viaf.org/viaf/16260758,http://id.loc.gov/authorities/names/n86814125,http://isni.org/isni/0000000121220553,80,100,81,100,"90,25",
"Guarnacci, Mario","Guarnacci, Mario, 1701-1785",http://viaf.org/viaf/56600951,http://id.loc.gov/authorities/names/nb2003015019,http://isni.org/isni/0000000108004944,74,100,75,100,"87,25",
"Guattàni, Giuseppe Antonio","Guattani, Giuseppe Antonio, 1748-1830",http://viaf.org/viaf/66458196,http://id.loc.gov/authorities/names/nr97018713,http://isni.org/isni/000000006629038X,79,96,81,81,"84,25",
"Gudiol, José","Gudiol, Jos&#xE9;, 1904-1985",http://viaf.org/viaf/17261436,http://id.loc.gov/authorities/names/n50035570,http://isni.org/isni/000000010874677X,55,92,59,100,"76,5",
"Gudlaugsson, Sturla","Gudlaugsson, Sturla Jonasson, 1913-1971",http://viaf.org/viaf/37895706,http://id.loc.gov/authorities/names/n85295285,http://isni.org/isni/0000000083736064,66,100,65,100,"82,75",
"Guicciardini, Lodovico","Guicciardini, Lodovico",http://viaf.org/viaf/120155761,,,,,,,,
"Guiffrey, Jean","Guiffrey, Jean",http://viaf.org/viaf/29582306,,,,,,,,
"Guiffrey, Jules","Guiffrey, Jules, 1840-1918",http://viaf.org/viaf/46799465,http://id.loc.gov/authorities/names/nr88007391,http://isni.org/isni/0000000080771737,73,100,74,100,"86,75",
"Guilbaut, Serge","Guilbaut, Serge.",http://viaf.org/viaf/94405894,http://id.loc.gov/authorities/names/n83059926,http://isni.org/isni/0000000081670372,97,100,100,100,"99,25",
"Guinard, Paul","Guinard, Paul, 1895-1976",http://viaf.org/viaf/27537498,http://id.loc.gov/authorities/names/nr88008245,http://isni.org/isni/0000000108825806,70,100,71,100,"85,25",
"Gunnis, Rupert","Gunnis, Rupert.",http://viaf.org/viaf/22363584,http://id.loc.gov/authorities/names/no2007091174,http://isni.org/isni/0000000116063231,97,100,100,100,"99,25",
"Gurlitt, Cornelius","Gurlitt, Cornelius, 1820-1901.",http://viaf.org/viaf/19947989,http://id.loc.gov/authorities/names/n82110144,http://isni.org/isni/0000000108771270,75,100,77,100,88,
"Gustenberg, Kurt",,,,,0,0,0,0,0,
"Haak, Bob","Haak, Bob, 1926-....",http://viaf.org/viaf/110128663,http://id.loc.gov/authorities/names/n78095715,http://isni.org/isni/0000000116984241,67,90,76,100,"83,25",
"Hackenbroch, Yvonne","Hackenbroch, Yvonne",http://viaf.org/viaf/85761874,http://id.loc.gov/authorities/names/n85175181,http://isni.org/isni/0000000083450680,100,100,100,100,100,
"Hadjinicolaou, Nicos","Hadjinicolaou, Nicos, 1938-",http://viaf.org/viaf/7508645,http://id.loc.gov/authorities/names/n86847690,http://isni.org/isni/0000000365822614,85,100,88,100,"93,25",
"Haendecker, Berthold",,,,,0,0,0,0,0,
"Haenel, Erich","Haenel, Erich, 1875-1940",http://viaf.org/viaf/15517893,http://id.loc.gov/authorities/names/n83015168,http://isni.org/isni/0000000108730911,70,100,71,100,"85,25",
"Haftmann, Werner","Haftmann, Werner",http://viaf.org/viaf/73854499,,,,,,,,
"Hagedorn, Christian Ludwig von","Hagedorn, Christian Ludwig &#x98;von&#x9C; 1712-1780",http://viaf.org/viaf/95182240,http://id.loc.gov/authorities/names/n93115188,http://isni.org/isni/0000000106556163,73,90,76,100,"84,75",
"Hagen, Ernst August","Hagen, Ernst August, 1797-1880.",http://viaf.org/viaf/25352268,http://id.loc.gov/authorities/names/no2002031962,http://isni.org/isni/000000010880794X,76,100,78,100,"88,5",
